sensorType,deploymentType,eventName,collectionCondition,housingType,sensorBrand,statusId,timeStamp,site_no,latitude,longitude,siteDescription,networkNames,stateName,countyName,siteWaterbody,siteHDatum,sitePriorityName,siteZone,siteHCollectMethod,sitePermHousing,instrument_id,sensor_type_id,deployment_type_id,location_description,serial_number,housing_serial_number,interval,site_id,event_id,inst_collection_id,housing_type_id,sensor_brand_id,vented,last_updated,last_updated_by,instr_collection_conditions,sensor_brand,sensor_type,housing_type,deployment_type,instrument_status,data_files,files,event,site,Links
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,2,5/21/13 20:21,FLBRE03160,27.9215,-80.51941,Fisherman's Landing Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,22,1,1,"ON FIRST PILING OF PIER 1, CLOSEST TO THE PARKING LOT ON THE LEFT SIDE.",102382,,30,3160,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,2,5/21/13 23:00,FLBRE03152,28.35849,-80.67858,"George L. Reynolds Boat Ramp, 1.3 mi east of intersection of SR3 and SR 520, turn North on Kiwanis Island Park Rd, ramp is 500 ft ahead on left
2 wooden docks w/ multiple plings at boat ramp, Sykes Creek",South Atlantic,FL,Brevard County,Sykes Creek,WGS84 (from Digital Map),,,Map (digital or paper),Yes,23,1,1,same location as another,2238123,,30,3152,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,2,5/21/13 23:10,FLIND03149,27.85508,-80.45208,"Sebastian Inlet State Park,",South Atlantic,FL,Indian River County,Sebastian Inlet intracoastal,NAD83,,,Handheld GPS,Yes,24,1,1,"EAST SIDE OF FISHING DOCK, SECOND CROSS MEMBER FROM SIDEWALK 1",1028477,,30,3149,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,Wilma,Brackish Water,,,2,10/25/05 0:00,FLCOL03148,26.04606,-81.70845,Hendersen Creek at KOA Campground boat ramp.,Gulf of Mexico,FL,Collier County,Hendersen Creek,NAD83,,,Map (digital or paper),Yes,25,1,1,Strapped to landward-most wooden piling on upstream side of boat ramp. Angle iron at 1.8 ft above LS,911334,,30,3148,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,1,10/5/16 18:00,FLIND03149,27.85508,-80.45208,"Sebastian Inlet State Park,",South Atlantic,FL,Indian River County,Sebastian Inlet intracoastal,NAD83,,,Handheld GPS,Yes,26,1,1,"EAST SIDE OF FISHING DOCK, SECOND CROSS MEMBER FROM SIDEWALK",1028477,,30,3149,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,,2,5/21/13 23:48,FLBRE03151,28.355,-80.72217,Lee Wenner Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,27,1,1,,1028496,WSH-13832,30,3151,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,1,10/5/16 18:00,FLBRE03152,28.35849,-80.67858,"George L. Reynolds Boat Ramp, 1.3 mi east of intersection of SR3 and SR 520, turn North on Kiwanis Island Park Rd, ramp is 500 ft ahead on left
2 wooden docks w/ multiple plings at boat ramp, Sykes Creek",South Atlantic,FL,Brevard County,Sykes Creek,WGS84 (from Digital Map),,,Map (digital or paper),Yes,28,1,1,,2238123,,30,3152,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,Saline Water,,,2,5/21/13 22:10,FLBRE03153,28.3572,-80.62858,Constitution Bicentennial Boat Ramp,South Atlantic,FL,Brevard County,Banana River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,29,1,1,on dock,2238139,WSH 13840,30,3153,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,Saline Water,,,2,5/21/13 19:40,FLBRE03154,28.20669,-80.66137,Boat Ramp at POW/MIA Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,30,1,1,on dock @ boat ramp,2238154,WSH 13815,30,3154,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,Saline Water,,,2,5/21/13 18:02,FLBRE03157,28.07962,-80.59973,"Claude Edge Front St Park, on Front St. south of US 192 before the bridge if traveling East (heavy road construction, some roads closed)
Many wooden pilings at boat ramp",South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,32,1,1,On piling of dock.,1028500,WSH 13824,30,3157,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,Ike,Brackish Water,,,2,9/12/14 8:41,TXCHA04326,29.77278,-94.68694,,,TX,Chambers County,Anahuac Channel,NAD83,,,Map (digital or paper),Yes,620,1,1,SSS-TX-CHA-004,,,60,4326,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:41,TXCHA04326,29.77278,-94.68694,,,TX,Chambers County,Anahuac Channel,NAD83,,,Map (digital or paper),Yes,621,1,3,SSS-TX-CHA-004,,,60,4326,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Brackish Water,,,2,9/12/14 8:34,TXGAL04327,29.45139,-94.63417,,,TX,Galveston County,Gulf of Mexico,NAD83,,,Map (digital or paper),Yes,622,1,1,SSS-TX-GAL-001,,,60,4327,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:45,TXGAL04327,29.45139,-94.63417,,,TX,Galveston County,Gulf of Mexico,NAD83,,,Map (digital or paper),Yes,623,1,3,SSS-TX-GAL-001,,,60,4327,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Brackish Water,,,2,9/12/14 8:48,TXGAL04328,29.46583,-94.64806,,,TX,Galveston County,Intracoastal Waterway,NAD83,,,Map (digital or paper),Yes,624,1,1,SSS-TX-GAL-002,,,60,4328,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Brackish Water,,,2,9/12/14 8:44,TXGAL04329,29.59444,-94.39028,,,TX,Galveston County,Intracoastal Waterway,NAD83,,,Map (digital or paper),Yes,625,1,1,SSS-TX-GAL-005,,,60,4329,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:45,TXGAL04330,29.33444,-94.75111,,,TX,Galveston County,Inner Bar Channel,NAD83,,,Map (digital or paper),Yes,626,1,1,SSS-TX-GAL-008,,,60,4330,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:42,TXGAL04331,29.23806,-94.87778,,,TX,Galveston County,Gulf of Mexico,NAD83,,,Map (digital or paper),Yes,627,1,1,SSS-TX-GAL-010,,,60,4331,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:36,TXGAL04331,29.23806,-94.87778,,,TX,Galveston County,Gulf of Mexico,NAD83,,,Map (digital or paper),Yes,628,1,3,SSS-TX-GAL-010,,,60,4331,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:49,TXGAL04332,29.22083,-94.94472,,,TX,Galveston County,Dalehite Cove,NAD83,,,Map (digital or paper),Yes,629,1,1,SSS-TX-GAL-011,,,60,4332,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:42,TXGAL04332,29.22083,-94.94472,,,TX,Galveston County,Dalehite Cove,NAD83,,,Map (digital or paper),Yes,630,1,3,SSS-TX-GAL-011,,,60,4332,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:45,TXGAL04333,29.08611,-95.11722,,,TX,Galveston County,San Luis Pas,NAD83,,,Map (digital or paper),Yes,631,1,1,SSS-TX-GAL-015,,,60,4333,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:38,TXGAL04333,29.08611,-95.11722,,,TX,Galveston County,San Luis Pas,NAD83,,,Map (digital or paper),Yes,632,1,3,SSS-TX-GAL-015,,,60,4333,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:47,TXGAL04334,29.30389,-94.90528,,,TX,Galveston County,Jones Bay,NAD83,,,Map (digital or paper),Yes,633,1,1,SSS-TX-GAL-016,,,60,4334,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:45,TXGAL04334,29.30389,-94.90528,,,TX,Galveston County,Jones Bay,NAD83,,,Map (digital or paper),Yes,634,1,3,SSS-TX-GAL-016,,,60,4334,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:38,TXGAL04335,29.35583,-95.04,,,TX,Galveston County,Basford Bayou,NAD83,,,Map (digital or paper),Yes,635,1,1,SSS-TX-GAL-018,,,60,4335,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:36,TXGAL04335,29.35583,-95.04,,,TX,Galveston County,Basford Bayou,NAD83,,,Map (digital or paper),Yes,636,1,3,SSS-TX-GAL-018,,,60,4335,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:40,TXGAL04336,29.50639,-94.95778,,,TX,Galveston County,Galveston Bay,NAD83,,,Map (digital or paper),Yes,637,1,1,SSS-TX-GAL-019,,,60,4336,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:35,TXGAL04336,29.50639,-94.95778,,,TX,Galveston County,Galveston Bay,NAD83,,,Map (digital or paper),Yes,638,1,3,SSS-TX-GAL-019,,,60,4336,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:42,TXGAL04337,29.45667,-95.04778,,,TX,Galveston County,Dickinson Bayou,NAD83,,,Map (digital or paper),Yes,639,1,1,SSS-TX-GAL-020,,,60,4337,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:36,TXGAL04337,29.45667,-95.04778,,,TX,Galveston County,Dickinson Bayou,NAD83,,,Map (digital or paper),Yes,640,1,3,SSS-TX-GAL-020,,,60,4337,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:37,TXGAL04338,29.51333,-95.10389,,,TX,Galveston County,Clear Creek,NAD83,,,Map (digital or paper),Yes,641,1,1,SSS-TX-GAL-021,,,60,4338,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:48,TXGAL04338,29.51333,-95.10389,,,TX,Galveston County,Clear Creek,NAD83,,,Map (digital or paper),Yes,642,1,3,SSS-TX-GAL-021,,,60,4338,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:36,TXGAL04339,29.55167,-95.02472,,,TX,Galveston County,Clear Lake,NAD83,,,Map (digital or paper),Yes,643,1,1,SSS-TX-GAL-022,,,60,4339,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:40,TXGAL04339,29.55167,-95.02472,,,TX,Galveston County,Clear Lake,NAD83,,,Map (digital or paper),Yes,644,1,3,SSS-TX-GAL-022,,,60,4339,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:36,TXHAR04340,29.62028,-94.99889,,,TX,Harris County,Galveston Bay,NAD83,,,Map (digital or paper),Yes,645,1,1,SSS-TX-HAR-002,,,60,4340,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:41,TXHAR04340,29.62028,-94.99889,,,TX,Harris County,Galveston Bay,NAD83,,,Map (digital or paper),Yes,646,1,3,SSS-TX-HAR-002,,,60,4340,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:35,TXHAR04341,29.59194,-95.12833,Pinelock Drive Bridge,,TX,Harris County,Horsepen Bayou,NAD83,,,Static-GNSS,Yes,647,1,1,SSS-TX-HAR-003,,,60,4341,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:38,TXHAR04341,29.59194,-95.12833,Pinelock Drive Bridge,,TX,Harris County,Horsepen Bayou,NAD83,,,Static-GNSS,Yes,648,1,3,SSS-TX-HAR-003,,,60,4341,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:37,TXHAR04342,29.71306,-94.99333,,,TX,Harris County,Goose Lake,NAD83,,,Map (digital or paper),Yes,649,1,1,SSS-TX-HAR-004,,,60,4342,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:47,TXHAR04342,29.71306,-94.99333,,,TX,Harris County,Goose Lake,NAD83,,,Map (digital or paper),Yes,650,1,3,SSS-TX-HAR-004,,,60,4342,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Brackish Water,,,2,9/12/14 8:38,TXJEF04343,29.68444,-94.19278,,,TX,Jefferson County,Intracoastal Waterway,NAD83,,,Map (digital or paper),Yes,651,1,1,SSS-TX-JEF-001,,,60,4343,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Brackish Water,,,2,9/12/14 8:41,TXJEF04344,29.675,-94.04361,,,TX,Jefferson County,Gulf of Mexico,NAD83,,,Map (digital or paper),Yes,652,1,1,SSS-TX-JEF-002,,,60,4344,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:41,TXJEF04344,29.675,-94.04361,,,TX,Jefferson County,Gulf of Mexico,NAD83,,,Map (digital or paper),Yes,653,1,3,SSS-TX-JEF-002,,,60,4344,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Brackish Water,,,2,9/12/14 8:38,TXJEF04345,29.71028,-94.11639,,,TX,Jefferson County,Intracoastal Waterway,NAD83,,,Map (digital or paper),Yes,654,1,1,SSS-TX-JEF-004,,,60,4345,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Brackish Water,,,2,9/12/14 8:43,TXJEF04346,29.69694,-94.09833,,,TX,Jefferson County,Clam Lake,NAD83,,,Map (digital or paper),Yes,655,1,1,SSS-TX-JEF-005,,,60,4346,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Brackish Water,,,2,9/12/14 8:44,TXJEF04348,29.77389,-93.9425,,,TX,Jefferson County,Port Arthur Canal,NAD83,,,Map (digital or paper),Yes,657,1,1,SSS-TX-JEF-007,,,60,4348,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Brackish Water,,,2,9/12/14 8:53,TXJEF04349,29.76472,-93.89778,,,TX,Jefferson County,Sabine Lake,NAD83,,,Map (digital or paper),Yes,658,1,1,SSS-TX-JEF-008,,,60,4349,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:42,TXJEF04349,29.76472,-93.89778,,,TX,Jefferson County,Sabine Lake,NAD83,,,Map (digital or paper),Yes,659,1,3,SSS-TX-JEF-008,,,60,4349,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Brackish Water,,,2,9/12/14 8:44,TXJEF04350,29.66265,-94.08835,,,TX,Jefferson County,Gulf of Mexico,NAD83,,,Map (digital or paper),Yes,660,1,1,SSS-TX-JEF-009,,,60,4350,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:53,TXMAT04351,28.72056,-96.27389,,,TX,Matagorda County,Turtle Creek,NAD83,,,Map (digital or paper),Yes,661,1,1,SSS-TX-MAT-001,,,60,4351,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:51,TXMAT04351,28.72056,-96.27389,,,TX,Matagorda County,Turtle Creek,NAD83,,,Map (digital or paper),Yes,662,1,3,SSS-TX-MAT-001,,,60,4351,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:50,TXMAT04352,28.78639,-96.15028,,,TX,Matagorda County,Tres Palacios River,NAD83,,,Map (digital or paper),Yes,663,1,1,SSS-TX-MAT-002,,,60,4352,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:44,TXMAT04352,28.78639,-96.15028,,,TX,Matagorda County,Tres Palacios River,NAD83,,,Map (digital or paper),Yes,664,1,3,SSS-TX-MAT-002,,,60,4352,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:54,TXMAT04353,28.7875,-95.99583,,,TX,Matagorda County,Colorado River,NAD83,,,Map (digital or paper),Yes,665,1,1,SSS-TX-MAT-003,,,60,4353,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:47,TXMAT04353,28.7875,-95.99583,,,TX,Matagorda County,Colorado River,NAD83,,,Map (digital or paper),Yes,666,1,3,SSS-TX-MAT-003,,,60,4353,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:51,TXMAT04354,28.83889,-95.85278,,,TX,Matagorda County,Peyton Creek,NAD83,,,Map (digital or paper),Yes,667,1,1,SSS-TX-MAT-004,,,60,4354,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:40,TXMAT04354,28.83889,-95.85278,,,TX,Matagorda County,Peyton Creek,NAD83,,,Map (digital or paper),Yes,668,1,3,SSS-TX-MAT-004,,,60,4354,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Ike,Fresh Water,,,2,9/12/14 8:51,TXMAT04355,28.60056,-95.97806,,,TX,Matagorda County,Colorado River,NAD83,,,Map (digital or paper),Yes,669,1,1,SSS-TX-MAT-005,,,60,4355,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Ike,Air,,,2,9/12/14 8:53,TXMAT04355,28.60056,-95.97806,,,TX,Matagorda County,Colorado River,NAD83,,,Map (digital or paper),Yes,670,1,3,SSS-TX-MAT-005,,,60,4355,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
